id,name,ima_formula,groupid,entrytype_text,colour,hmin,hmax,lustre,csystem,shortcode_ima,url
2369,Leightonite,K<sub>2</sub>Ca<sub>2</sub>Cu(SO<sub>4</sub>)<sub>4</sub> &middot; 2H<sub>2</sub>O,0,mineral,"Pale blue, greenish-blue; pale blue in transmitted light.",3.0,3.0,Vitreous,Monoclinic,Lgh,https://www.mindat.org/min-2369.html
2370,Leiteite,ZnAs<sup>3+</sup><sub>2</sub>O<sub>4</sub>,0,mineral,Colorless to brown,1.5,2.0,,Monoclinic,Lt,https://www.mindat.org/min-2370.html
2371,Lemoynite,Na<sub>2</sub>CaZr<sub>2</sub>Si<sub>10</sub>O<sub>26</sub> &middot; 5-6H<sub>2</sub>O,0,mineral,"white,  slightly  yellowish",4.0,4.0,,Monoclinic,Lmo,https://www.mindat.org/min-2371.html
2372,Lenaite,AgFeS<sub>2</sub>,29281,mineral,Steel Grey,4.5,4.5,Metallic,Tetragonal,Ln,https://www.mindat.org/min-2372.html
2373,Lengenbachite,Ag<sub>4</sub>Cu<sub>2</sub>Pb<sub>18</sub>As<sub>12</sub>S<sub>39</sub>,0,mineral,"Steel-gray, iridescent tarnish at times",1.5,2.0,,Triclinic,Len,https://www.mindat.org/min-2373.html
2374,Leningradite,PbCu<sub>3</sub>(VO<sub>4</sub>)<sub>2</sub>Cl<sub>2</sub>,0,mineral,Intense red ,4.5,4.5,,Orthorhombic,Lng,https://www.mindat.org/min-2374.html
2375,Lennilenapeite,"K<sub>7</sub>(Mg,Mn<sup>2+</sup>,Fe<sup>2+</sup>,Zn)<sub>48</sub>(Si,Al)<sub>72</sub>(O,OH)<sub>216</sub> &middot; 16H<sub>2</sub>O",46595,mineral,"Very dark in hand sample, chips are dark  brown or light green",3.0,3.0,,Triclinic,Lnl,https://www.mindat.org/min-2375.html
2376,Lenoblite,V<sup>4+</sup><sub>2</sub>O<sub>4</sub> &middot; 2H<sub>2</sub>O,0,mineral,,0.0,0.0,,Orthorhombic,Lnb,https://www.mindat.org/min-2376.html
2377,Leonite,K<sub>2</sub>Mg(SO<sub>4</sub>)<sub>2</sub> &middot; 4H<sub>2</sub>O,42039,mineral,"Colourless, pale yellow; colourless (transmitted light)",2.5,3.0,,Monoclinic,Leo,https://www.mindat.org/min-2377.html
2378,Lepersonnite-(Gd),CaGd<sub>2</sub>(UO<sub>2</sub>)<sub>24</sub>(CO<sub>3</sub>)<sub>8</sub>Si<sub>4</sub>O<sub>28</sub> &middot; 60H<sub>2</sub>O,0,mineral,Bright yellow,0.0,0.0,,Orthorhombic,Lps-Gd,https://www.mindat.org/min-2378.html
2379,Lepidocrocite,Fe<sup>3+</sup>O(OH),0,mineral,"Deep red, red-brown",5.0,5.0,Sub-metallic,Orthorhombic,Lpc,https://www.mindat.org/min-2379.html
2381,Lermontovite,U<sup>4+</sup>(PO<sub>4</sub>)(OH) &middot; H<sub>2</sub>O,0,mineral,"Grayish green, green",0.0,0.0,,Orthorhombic,Ler,https://www.mindat.org/min-2381.html
2382,Letovicite,(NH<sub>4</sub>)<sub>3</sub>H(SO<sub>4</sub>)<sub>2</sub>,0,mineral,"Colourless, white; colourless in transmitted light",1.0,2.0,,Triclinic,Let,https://www.mindat.org/min-2382.html
2383,Leucophanite,NaCaBeSi<sub>2</sub>O<sub>6</sub>F,0,mineral,"Pale yellow, greenish white, yellowish green, colourless, ",4.0,4.0,,Orthorhombic,Lph,https://www.mindat.org/min-2383.html
2384,Leucophoenicite,Mn<sup>2+</sup><sub>7</sub>(SiO<sub>4</sub>)<sub>3</sub>(OH)<sub>2</sub>,46181,mineral,"pink, violet-red, brownish-red to brown",5.5,6.0,,Monoclinic,Lpo,https://www.mindat.org/min-2384.html
2385,Leucophosphite,KFe<sup>3+</sup><sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH) &middot; 2H<sub>2</sub>O,35756,mineral,"White to greenish, buff, yellow-brown, orange-brown, pink, greenish brown, brownish purple",3.5,3.5,,Monoclinic,Lpp,https://www.mindat.org/min-2385.html
2386,Leucosphenite,Na<sub>4</sub>BaTi<sub>2</sub>B<sub>2</sub>Si<sub>10</sub>O<sub>30</sub>,0,mineral,"Colorless, white, pale to dark green, pale yellow, pale gray to blue, brown to black",6.0,6.5,,Monoclinic,Lsp,https://www.mindat.org/min-2386.html
2387,Lévyclaudite,"Pb<sub>8</sub>Cu<sub>3</sub>Sn<sub>7</sub>(Bi,Sb)<sub>3</sub>S<sub>28</sub>",39594,mineral,Grey,2.5,3.0,,Triclinic,Lvc,https://www.mindat.org/min-2387.html
2389,Hydroxycalcioroméite,"(Ca,Sb<sup>3+</sup>)<sub>2</sub>(Sb<sup>5+</sup>,Ti)<sub>2</sub>O<sub>6</sub>(OH)",3443,mineral,"Amber yellow, golden yellow, yellow brown",5.5,5.5,,Isometric,Hcr,https://www.mindat.org/min-2389.html
2390,Lithiotantite,LiTa<sub>3</sub>O<sub>8</sub>,46759,mineral,Colourless,6.0,6.5,,Monoclinic,Ltan,https://www.mindat.org/min-2390.html
2391,Liandratite,U<sup>6+</sup>Nb<sub>2</sub>O<sub>8</sub>,0,mineral,Yellow to yellow-brown,3.5,3.5,,Trigonal,Lia,https://www.mindat.org/min-2391.html
2392,Lithiowodginite,LiTa<sub>3</sub>O<sub>8</sub>,46759,mineral,Dark pink to red,6.5,6.5,Adamantine,Monoclinic,Lwdg,https://www.mindat.org/min-2392.html
2393,Liberite,Li<sub>2</sub>Be(SiO<sub>4</sub>),0,mineral,Pale yellow to brown,7.0,7.0,,Monoclinic,Lbr,https://www.mindat.org/min-2393.html
2394,Libethenite,Cu<sub>2</sub>(PO<sub>4</sub>)(OH),32261,mineral,"Light to dark green, blackish green, olive-green; bluish green to light green in transmitted light.",4.0,4.0,Vitreous,Orthorhombic,Lib,https://www.mindat.org/min-2394.html
2396,Liebauite,Ca<sub>3</sub>Cu<sub>5</sub>Si<sub>9</sub>O<sub>26</sub>,0,mineral,Greenish blue,5.0,6.0,,Monoclinic,Lie,https://www.mindat.org/min-2396.html
2397,Liebenbergite,Ni<sub>2</sub>(SiO<sub>4</sub>),29264,mineral,Yellow-green to bright green,6.0,6.5,,Orthorhombic,Lbb,https://www.mindat.org/min-2397.html
2398,Liebigite,Ca<sub>2</sub>(UO<sub>2</sub>)(CO<sub>3</sub>)<sub>3</sub> &middot; 11H<sub>2</sub>O,0,mineral,"Apple-green, siskin-green, yellowish green",2.5,3.0,Vitreous,Orthorhombic,Lbi,https://www.mindat.org/min-2398.html
2399,Likasite,Cu<sub>3</sub>(NO<sub>3</sub>)(OH)<sub>5</sub> &middot; 2H<sub>2</sub>O,0,mineral,Sky Blue,0.0,0.0,,Orthorhombic,Lik,https://www.mindat.org/min-2399.html
2400,Lillianite,Pb<sub>3-2x</sub>Ag<sub>x</sub>Bi<sub>2+x</sub>S<sub>6</sub>,47733,mineral,Steel grey,2.0,3.0,Metallic,Orthorhombic,Lil,https://www.mindat.org/min-2400.html
2401,Lime,CaO,0,mineral,Colorless to pale yellowish green. ,3.5,3.5,,Isometric,Lm,https://www.mindat.org/min-2401.html
2403,Linarite,CuPb(SO<sub>4</sub>)(OH)<sub>2</sub>,32670,mineral,Deep azure blue; deep blue in transmitted light.,2.5,2.5,,Monoclinic,Lna,https://www.mindat.org/min-2403.html
2404,Lindackerite,Cu<sub>5</sub>(AsO<sub>4</sub>)<sub>2</sub>(AsO<sub>3</sub>OH)<sub>2</sub> &middot; 9H<sub>2</sub>O,39589,mineral,Apple-green; light green to colourless in transmitted light,2.0,2.5,,Triclinic,Ldk,https://www.mindat.org/min-2404.html
2405,Lindgrenite,Cu<sub>3</sub>(Mo<sup>6+</sup>O<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>,0,mineral,"Green, yellowish green; pale green to yellow-green in transmitted light",4.5,4.5,,Monoclinic,Lgr,https://www.mindat.org/min-2405.html
2406,Lindqvistite,Pb<sub>2</sub>Mn<sup>2+</sup>Fe<sup>3+</sup><sub>16</sub>O<sub>27</sub>,0,mineral,Black,6.0,6.0,,Hexagonal,Lqv,https://www.mindat.org/min-2406.html
2407,Lindsleyite,"(Ba,Sr)(Zr,Ca)(Fe,Mg)<sub>2</sub>(Ti,Cr,Fe)<sub>18</sub>O<sub>38</sub>",29190,mineral,Black,7.5,7.5,,Trigonal,Ldy,https://www.mindat.org/min-2407.html
2408,Lindströmite,Pb<sub>3</sub>Cu<sub>3</sub>Bi<sub>7</sub>S<sub>15</sub>,0,mineral,Lead-grey,3.0,3.5,,Orthorhombic,Lsm,https://www.mindat.org/min-2408.html
2409,Linnaeite,Co<sup>2+</sup>Co<sup>3+</sup><sub>2</sub>S<sub>4</sub>,52935,mineral,"Grey, violet",4.5,5.5,,Isometric,Lin,https://www.mindat.org/min-2409.html
2410,Lintisite,Na<sub>3</sub>LiTi<sub>2</sub>O<sub>2</sub>(SiO<sub>3</sub>)<sub>4</sub> &middot; 2H<sub>2</sub>O,0,mineral,"Colorless, white to pale yellow",5.0,6.0,,Monoclinic,Lts,https://www.mindat.org/min-2410.html
2411,Liottite,Na<sub>16</sub>Ca<sub>8</sub>Si<sub>18</sub>Al<sub>18</sub>O<sub>72</sub>(SO<sub>4</sub>)<sub>5</sub>Cl<sub>4</sub>,29279,mineral,Colourless,5.0,5.0,,Hexagonal,Lio,https://www.mindat.org/min-2411.html
2412,Lipscombite,Fe<sup>2+</sup>Fe<sup>3+</sup><sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub>,0,mineral,"Black, dark greenish, olive-green, pale greenish, yellowish brown",0.0,0.0,,Tetragonal,Lcb,https://www.mindat.org/min-2412.html
2413,Liroconite,Cu<sub>2</sub>Al(AsO<sub>4</sub>)(OH)<sub>4</sub> &middot; 4H<sub>2</sub>O,0,mineral,Sky-blue to green; light blue to light bluish green in transmitted light.,2.0,2.5,Vitreous,Monoclinic,Lro,https://www.mindat.org/min-2413.html
2414,Lisetite,Na<sub>2</sub>CaAl<sub>4</sub>(SiO<sub>4</sub>)<sub>4</sub>,0,mineral,Colorless,0.0,0.0,,Orthorhombic,Lis,https://www.mindat.org/min-2414.html
2415,Lishizhenite,ZnFe<sup>3+</sup><sub>2</sub>(SO<sub>4</sub>)<sub>4</sub> &middot; 14H<sub>2</sub>O,0,mineral,Pale violet to yellowish brown.,3.5,3.5,,Triclinic,Lsh,https://www.mindat.org/min-2415.html
2416,Liskeardite,"(Al,Fe)<sub>32</sub>(AsO<sub>4</sub>)<sub>18</sub>(OH)<sub>42</sub>(H<sub>2</sub>O)<sub>22</sub> &middot; 52H<sub>2</sub>O",0,mineral,"White, greenish, bluish, brownish; colourless in transmitted light.",0.0,0.0,,Monoclinic,Lsk,https://www.mindat.org/min-2416.html
2417,Lithiomarsturite,LiCaMn<sup>2+</sup><sub>3</sub>Si<sub>5</sub>O<sub>14</sub>(OH),0,mineral,Light pinkish brown through intermediate hues to light yellow,6.0,6.0,,Triclinic,Lmsr,https://www.mindat.org/min-2417.html
2418,Lithiophilite,LiMn<sup>2+</sup>(PO<sub>4</sub>),31813,mineral,"Reddish-brown, yellowish brown, golden-yellow, salmon-orange, pale grey-green (when Fe-rich); colourless to light yellow, pink in transmitted light.",4.0,4.0,Resinous,Orthorhombic,Lhp,https://www.mindat.org/min-2418.html
2419,Lithiophorite,"(Al,Li)(Mn<sup>4+</sup>,Mn<sup>3+</sup>)O<sub>2</sub>(OH)<sub>2</sub>",0,mineral,Blue to black,3.0,3.0,Dull to Metallic,Trigonal,Lpr,https://www.mindat.org/min-2419.html
2420,Lithiophosphate,Li<sub>3</sub>(PO<sub>4</sub>),0,mineral,"White, light pink, colourless",4.0,4.0,Vitreous,Orthorhombic,Lip,https://www.mindat.org/min-2420.html
2421,Lithosite,K<sub>3</sub>Al<sub>2</sub>Si<sub>4</sub>O<sub>12</sub>(OH),0,mineral,Colourless; bright pink after X-ray irradiation for at least 8 months,5.5,5.5,Vitreous,Monoclinic,Lho,https://www.mindat.org/min-2421.html
2422,Litidionite,KNaCuSi<sub>4</sub>O<sub>10</sub>,46027,mineral,,5.0,6.0,,Triclinic,Ltd,https://www.mindat.org/min-2422.html
2423,Liveingite,Pb<sub>20</sub>As<sub>24</sub>S<sub>56</sub>,39077,mineral,Lead gray,3.0,3.0,,Monoclinic,Liv,https://www.mindat.org/min-2423.html
2424,Livingstonite,HgSb<sub>4</sub>S<sub>6</sub>(S)<sub>2</sub>,0,mineral,Blackish-gray,2.0,2.0,,Monoclinic,Lst,https://www.mindat.org/min-2424.html
2425,Lizardite,Mg<sub>3</sub>Si<sub>2</sub>O<sub>5</sub>(OH)<sub>4</sub>,11135,mineral,"green, brown, light yellow to white",2.5,2.5,,Trigonal,Lz,https://www.mindat.org/min-2425.html
2426,Löllingite,FeAs<sub>2</sub>,29303,mineral,Steel gray to silver white,5.0,5.5,Metallic,Orthorhombic,Lö,https://www.mindat.org/min-2426.html
2427,Lokkaite-(Y),CaY<sub>4</sub>(CO<sub>3</sub>)<sub>7</sub> &middot; 9H<sub>2</sub>O,42431,mineral,"snow white, may be discolored to pale yellow.",0.0,0.0,,Orthorhombic,Lok-Y,https://www.mindat.org/min-2427.html
2428,Lomonosovite,Na<sub>6</sub>Na<sub>2</sub>Ti<sub>2</sub>Na<sub>2</sub>Ti<sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>O<sub>4</sub>,35035,mineral,"Dark cinnamon-brown to black, also rose-violet",3.0,4.0,,Triclinic,Lom,https://www.mindat.org/min-2428.html
2430,Lonecreekite,(NH<sub>4</sub>)Fe<sup>3+</sup>(SO<sub>4</sub>)<sub>2</sub> &middot; 12H<sub>2</sub>O,0,mineral,Colorless,2.0,3.0,,Isometric,Lck,https://www.mindat.org/min-2430.html
2431,Lonsdaleite,C,0,mineral,"Transparent brownish-yellow, grayish",7.0,8.0,,Hexagonal,Lon,https://www.mindat.org/min-2431.html
2432,Loparite,"(Na,Ce,Sr)(Ce,Th)(Ti,Nb)<sub>2</sub>O<sub>6</sub>",50237,mineral,Black to grayish black,5.5,5.5,,Isometric,Lop,https://www.mindat.org/min-2432.html
2433,Lópezite,K<sub>2</sub>Cr<sub>2</sub>O<sub>7</sub>,0,mineral,"Orange-red, red",2.5,2.5,Vitreous,Triclinic,Lpz,https://www.mindat.org/min-2433.html
2434,Lorándite,TlAsS<sub>2</sub>,0,mineral,Cochineal- to carmine-red; often dark lead-gray on the surface and frequently coated by an ochre-yellow powder.,2.0,2.5,,Monoclinic,Lor,https://www.mindat.org/min-2434.html
2435,Loranskite-(Y),"(Y,Ce,Ca)(Zr,Ta)<sub>2</sub>O<sub>6</sub> (?)",47564,mineral,Black; greenish yellow (transmitted light),5.0,5.0,,,Lrs-Y,https://www.mindat.org/min-2435.html
2436,Lorenzenite,Na<sub>2</sub>Ti<sub>2</sub>O<sub>3</sub>(Si<sub>2</sub>O<sub>6</sub>),0,mineral,"Pale purple-brown, pale pink to mauve, brown to black",6.0,6.0,,Orthorhombic,Lrz,https://www.mindat.org/min-2436.html
2438,Loseyite,Mn<sup>2+</sup><sub>4</sub>Zn<sub>3</sub>(CO<sub>3</sub>)<sub>2</sub>(OH)<sub>10</sub>,0,mineral,"White to colorless, may be tannish- brown due to staining; colourless in transmitted light. Examination of the type specimen at Harvard University suggests that the color of loseyite can vary when in daylight to ""daylight LED"" to fluorescent white light. ",3.0,3.0,,Monoclinic,Los,https://www.mindat.org/min-2438.html
2439,Lotharmeyerite,CaZn<sub>2</sub>(AsO<sub>4</sub>)<sub>2</sub> &middot; 2H<sub>2</sub>O,9265,mineral,"Dark red, dark orange-brown, pale pinkish, white",3.0,3.0,Vitreous,Monoclinic,Lmy,https://www.mindat.org/min-2439.html
2440,Loudounite,NaCa<sub>5</sub>Zr<sub>4</sub>Si<sub>16</sub>O<sub>40</sub>(OH)<sub>11</sub> &middot; 8H<sub>2</sub>O,0,mineral,Light green to white,5.0,5.0,,,Ldo,https://www.mindat.org/min-2440.html
2441,Loughlinite,Na<sub>2</sub>Mg<sub>3</sub>Si<sub>6</sub>O<sub>16</sub> &middot; 8H<sub>2</sub>O,35733,mineral,White,1.0,1.0,,Orthorhombic,Lou,https://www.mindat.org/min-2441.html
2442,Lourenswalsite,"(K,Ba)<sub>2</sub>Ti<sub>4</sub>(Si,Al)<sub>6</sub>O<sub>14</sub>(OH)<sub>12</sub>",0,mineral,Silvery gray to light brownish gray,0.0,0.0,,Hexagonal,Lrw,https://www.mindat.org/min-2442.html
2443,Lovdarite,K<sub>2</sub>Na<sub>6</sub>Be<sub>4</sub>Si<sub>14</sub>O<sub>36</sub> &middot; 9H<sub>2</sub>O,4395,mineral,"Colorless, white, yellowish",5.0,6.0,,Orthorhombic,Lov,https://www.mindat.org/min-2443.html
2444,Loveringite,"(Ca,Ce,La)(Zr,Fe)(Mg,Fe)<sub>2</sub>(Ti,Fe,Cr,Al)<sub>18</sub>O<sub>38</sub>",29190,mineral,Black,5.0,5.0,"Metallic, Sub-Metallic",Trigonal,Lvg,https://www.mindat.org/min-2444.html
2445,Lovozerite,Na<sub>3</sub>CaZrSi<sub>6</sub>O<sub>15</sub>(OH)<sub>3</sub>,52601,mineral,"Red-brown, dark brown, black",5.0,5.0,Resinous,Trigonal,Lvz,https://www.mindat.org/min-2445.html
2447,Luanheite,Ag<sub>3</sub>Hg,35460,mineral,White,2.5,2.5,Metallic,Hexagonal,Lua,https://www.mindat.org/min-2447.html
2448,Luberoite,Pt<sub>5</sub>Se<sub>4</sub>,0,mineral,dark bronze,5.0,5.5,,Monoclinic,Lub,https://www.mindat.org/min-2448.html
2449,Lucasite-(Ce),CeTi<sub>2</sub>O<sub>5</sub>(OH),0,mineral,"Brown, grey",6.0,6.0,Resinous,Monoclinic,Lca-Ce,https://www.mindat.org/min-2449.html
2450,Luddenite,Cu<sub>2</sub>Pb<sub>2</sub>Si<sub>5</sub>O<sub>14</sub> &middot; 14H<sub>2</sub>O,0,mineral,Translucent nickel green,4.0,4.0,,Monoclinic,Ldd,https://www.mindat.org/min-2450.html
2451,Ludjibaite,Cu<sub>5</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>4</sub>,0,mineral,Blue-green,0.0,0.0,Vitreous,Triclinic,Ldj,https://www.mindat.org/min-2451.html
2452,Ludlamite,Fe<sup>2+</sup><sub>3</sub>(PO<sub>4</sub>)<sub>2</sub> &middot; 4H<sub>2</sub>O,53340,mineral,Apple-green to bright green; nearly colourless in transmitted light; rarely blue,3.5,3.5,Vitreous,Monoclinic,Lud,https://www.mindat.org/min-2452.html
2453,Ludlockite,PbFe<sup>3+</sup><sub>4</sub>As<sup>3+</sup><sub>10</sub>O<sub>22</sub>,0,mineral,"Orange Red, orange brown",1.5,2.0,Sub-Adamantine,Triclinic,Ldl,https://www.mindat.org/min-2453.html
2454,Ludwigite,Mg<sub>2</sub>Fe<sup>3+</sup>O<sub>2</sub>(BO<sub>3</sub>),29305,mineral,Dark-green to black,5.0,5.0,Silky,Orthorhombic,Ldw,https://www.mindat.org/min-2454.html
2455,Lueshite,NaNbO<sub>3</sub>,50237,mineral,Black,5.5,5.5,,Orthorhombic,Lue,https://www.mindat.org/min-2455.html
2456,Luetheite,CuAl(AsO<sub>4</sub>)(OH)<sub>2</sub>,0,mineral,"Blue, pale green (upon alteration).",3.0,3.0,,Monoclinic,Lut,https://www.mindat.org/min-2456.html
2457,Lun'okite,MgMn<sup>2+</sup>Al(PO<sub>4</sub>)<sub>2</sub>(OH) &middot; 4H<sub>2</sub>O,0,mineral,"Translucent, colorless, white.",3.0,4.0,,Orthorhombic,Lun,https://www.mindat.org/min-2457.html
2458,Lüneburgite,Mg<sub>3</sub>[B<sub>2</sub>(OH)<sub>6</sub>(PO<sub>4</sub>)<sub>2</sub>] &middot; 6H<sub>2</sub>O,0,mineral,"White to brownish or green, colorless",2.0,2.0,,Triclinic,Lbu,https://www.mindat.org/min-2458.html
2459,Lunijianlaite,"Li<sub>0.7</sub>Al<sub>6.2</sub>(Si<sub>7</sub>Al)O<sub>20</sub>(OH,O)<sub>10</sub>",0,mineral,"Colorless, white",2.0,2.0,,Monoclinic,Lji,https://www.mindat.org/min-2459.html
2461,Luzonite,Cu<sub>3</sub>AsS<sub>4</sub>,9259,mineral,Deep pinkish-brown,3.5,3.5,Metallic,Tetragonal,Luz,https://www.mindat.org/min-2461.html
2462,Låvenite,"(Na,Ca)<sub>4</sub>(Mn<sup>2+</sup>,Fe<sup>2+</sup>)<sub>2</sub>(Zr,Ti,Nb)<sub>2</sub>(Si<sub>2</sub>O<sub>7</sub>)<sub>2</sub>(O,F)<sub>4</sub>",35647,mineral,"Colorless to brownish-yellow, brown, brownish-red, orange-brown.",6.0,6.0,Vitreous,Monoclinic,Låv,https://www.mindat.org/min-2462.html
2463,Löweite,Na<sub>12</sub>Mg<sub>7</sub>(SO<sub>4</sub>)<sub>13</sub> &middot; 15H<sub>2</sub>O,0,mineral,"Colourless, reddish-yellow, orange; colourless in transmitted light",2.5,3.0,Vitreous,Trigonal,Löw,https://www.mindat.org/min-2463.html
2464,Lyonsite,Cu<sup>2+</sup><sub>3</sub>Fe<sup>3+</sup><sub>4</sub>(VO<sub>4</sub>)<sub>6</sub>,0,mineral,Black. ,0.0,0.0,Metallic,Orthorhombic,Lyo,https://www.mindat.org/min-2464.html
2465,Leucite,K(AlSi<sub>2</sub>O<sub>6</sub>),47865,mineral,"White, grey, cream, colourless",5.5,6.0,,Tetragonal,Lct,https://www.mindat.org/min-2465.html
2466,Litharge,PbO,0,mineral,Red,2.0,2.0,,Tetragonal,Lit,https://www.mindat.org/min-2466.html
2468,Manganarsite,Mn<sup>2+</sup><sub>3</sub>As<sup>3+</sup><sub>2</sub>O<sub>4</sub>(OH)<sub>4</sub>,0,mineral,,3.0,3.0,,Trigonal,Mna,https://www.mindat.org/min-2468.html
2469,Mangangordonite,Mn<sup>2+</sup>Al<sub>2</sub>(PO<sub>4</sub>)<sub>2</sub>(OH)<sub>2</sub> &middot; 8H<sub>2</sub>O,29437,mineral,"Colorless, white, may be stained yellow, tan, or brown",3.0,3.0,,Triclinic,Mgdo,https://www.mindat.org/min-2469.html
2470,Manganhumite,Mn<sup>2+</sup><sub>7</sub>(SiO<sub>4</sub>)<sub>3</sub>(OH)<sub>2</sub>,46187,mineral,Pale to deep brownish-orange,4.0,4.0,,Orthorhombic,Mnhu,https://www.mindat.org/min-2470.html
2471,Manganosegelerite,Mn<sup>2+</sup><sub>2</sub>Fe<sup>3+</sup>(PO<sub>4</sub>)<sub>2</sub>(OH) &middot; 4H<sub>2</sub>O,29319,mineral,yellow or yellow-green,3.0,4.0,,Orthorhombic,Msgl,https://www.mindat.org/min-2471.html
2473,Magnesiodumortierite,MgAl<sub>6</sub>BSi<sub>3</sub>O<sub>17</sub>(OH),43609,mineral,Pink to red,7.0,8.0,Vitreous,Orthorhombic,Mdum,https://www.mindat.org/min-2473.html
2474,Magnesiozippeite,Mg(UO<sub>2</sub>)<sub>2</sub>(SO<sub>4</sub>)O<sub>2</sub> &middot; 3.5H<sub>2</sub>O,29201,mineral,"Intense yellow, orange, red brownish yellow.",2.0,2.0,,Monoclinic,Mzip,https://www.mindat.org/min-2474.html
2475,Manganochromite,Mn<sup>2+</sup>Cr<sub>2</sub>O<sub>4</sub>,52933,mineral,,5.5,5.5,,Isometric,Mnchr,https://www.mindat.org/min-2475.html
2476,Magnesiocoulsonite,MgV<sub>2</sub>O<sub>4</sub>,52933,mineral,Black,6.5,6.5,Metallic,Isometric,Mcou,https://www.mindat.org/min-2476.html
2477,Ferri-katophorite,Na(NaCa)(Mg<sub>4</sub>Fe<sup>3+</sup>)(Si<sub>7</sub>Al)O<sub>22</sub>(OH)<sub>2</sub>,39388,mineral,,0.0,0.0,,Monoclinic,Fktp,https://www.mindat.org/min-2477.html
2479,Magnesiostaurolite,"Mg(Mg,Li)<sub>3</sub>(Al,Mg)<sub>18</sub>Si<sub>8</sub>O<sub>44</sub>(OH)<sub>4</sub>",43836,mineral,"Colorless, light cloudy gray, tan",7.0,7.5,,Monoclinic,Mst,https://www.mindat.org/min-2479.html
2480,Manganberzeliite,(NaCa<sub>2</sub>)Mn<sup>2+</sup><sub>2</sub>(AsO<sub>4</sub>)<sub>3</sub>,52729,mineral,"Yellow-orange, yellowish red; colorless to orange in transmitted light.",4.5,5.0,,Isometric,Mbzl,https://www.mindat.org/min-2480.html
2482,Magnesite,Mg(CO<sub>3</sub>),29161,mineral,"Colourless, white, greyish-white, yellowish, brown, faintly pink, lilac-rose; colourless in transmitted light.",3.5,4.5,Vitreous,Trigonal,Mgs,https://www.mindat.org/min-2482.html
2483,Magnesio-hastingsite,NaCa<sub>2</sub>(Mg<sub>4</sub>Fe<sup>3+</sup>)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>,43433,mineral,Green to brownish-green,5.0,6.0,Vitreous,Monoclinic,Mhst,https://www.mindat.org/min-2483.html
2485,Manganolangbeinite,K<sub>2</sub>Mn<sup>2+</sup><sub>2</sub>(SO<sub>4</sub>)<sub>3</sub>,40443,mineral,Rose-red,2.5,3.0,,Isometric,Mlgb,https://www.mindat.org/min-2485.html
2486,Magnesiocopiapite,MgFe<sup>3+</sup><sub>4</sub>(SO<sub>4</sub>)<sub>6</sub>(OH)<sub>2</sub> &middot; 20H<sub>2</sub>O,29284,mineral,,2.5,3.0,,Triclinic,Mcpi,https://www.mindat.org/min-2486.html
2487,Lobanovite,K<sub>2</sub>Na(Fe<sup>2+</sup><sub>4</sub>Mg<sub>2</sub>Na)Ti<sub>2</sub>(Si<sub>4</sub>O<sub>12</sub>)<sub>2</sub>O<sub>2</sub>(OH)<sub>4</sub>,46964,mineral,Straw yellow to orange,3.0,3.0,Vitreous,Monoclinic,Lbv,https://www.mindat.org/min-2487.html
2488,Ferri-taramite,Na(NaCa)(Mg<sub>3</sub>Fe<sup>3+</sup><sub>2</sub>)(Si<sub>6</sub>Al<sub>2</sub>)O<sub>22</sub>(OH)<sub>2</sub>,3889,mineral,Dark brownish black (greenish yellow to brown in splinters),6.0,6.0,,Monoclinic,Fi-trm,https://www.mindat.org/min-2488.html
2490,Axinite-(Mg),Ca<sub>4</sub>Mg<sub>2</sub>Al<sub>4</sub>[B<sub>2</sub>Si<sub>8</sub>O<sub>30</sub>](OH)<sub>2</sub>,29239,mineral,"Colourless, pale blue, lavendar, pink, brown",6.5,7.0,,Triclinic,Ax-Mg,https://www.mindat.org/min-2490.html
2491,Pyrosmalite-(Mn),"Mn<sup>2+</sup><sub>8</sub>Si<sub>6</sub>O<sub>15</sub>(OH,Cl)<sub>10</sub>",39517,mineral,"Blackish green, pistachio-green, liver-brown, brown, gray",4.0,4.5,,Trigonal,Pys-Mn,https://www.mindat.org/min-2491.html
2492,Manganbelyankinite,"Mn<sup>2+</sup>(Ti,Nb)<sub>5</sub>O<sub>12</sub> &middot; 9H<sub>2</sub>O",0,mineral,Brownish black,2.0,2.5,,,Mbyn,https://www.mindat.org/min-2492.html
2493,Magnesiochromite,MgCr<sub>2</sub>O<sub>4</sub>,52933,mineral,"Black, deep red",5.5,5.5,,Isometric,Mchr,https://www.mindat.org/min-2493.html
2494,Manganbabingtonite,Ca<sub>2</sub>Mn<sup>2+</sup>Fe<sup>3+</sup>Si<sub>5</sub>O<sub>14</sub>(OH),0,mineral,Dark greenish black to yellowish green,6.5,7.0,,Triclinic,Mbab,https://www.mindat.org/min-2494.html
